ticker
FCBS
FCTR
FCEC
FCF
FCCO
FDEF
FFSX
FFBC
FFCH
FHN
ISL
FKFS
FMFC
FRME
FMBH
FMBI
FNCB
FXNC
FNFG
FNFI
FPFC
FPO
FSGI
FSNM
FUNC
FBMI
FE
FMER
FBC
FLML
FPU
FLO
FNB
FNBP
FNBF
FNBN
FCCG
FL
F
FORTY
FDI
FORSY
FO
FWLT
FOTXY
FOFN
FXX
FPL
FTE
BEN
FSP
FWRLY
FMS
FBR
FRDPY
FTBK
FUJI
FJTNY
FUL
FULT
FUAIY
GDL
GGN
AJG
GCI
GBTS
GMT
GET
GBTB
GY
GAM
GE
GGP
GIS
GM
GENE
GPC
GNW
GABC
GTY
GVHR
GBCI
GSK
GLBZ
GRT
GIF
GPN
GMOYY
GOL
GFI
GR
GT
GRC
GGG
GRIN
GVA
GTN
GFR
GAP
GXP
GSBC
GFLS
GBX
GCBC
GDNNY
SAB
GRCNL
GGAL
TV
GNV
GSH
GFED
GUARL
HLUKY
HRB
HABC
HMPR
HANAY
HBHC
HBI
HCM
HSPCY
HDNG
HOG
HGIC
HNBC
HARL
HMY
HET
HRS
HSC
HMX
HAS
HE
HWKN
HCP
HDB
HEDYY
HCN
HR
HCSG
HTLF
HINKY
HNZ
OTE
JKHY
HPC
HTGC
HT
HSY
HPQ
HXWRF
HTCO
HIW
HB
HNDNF
HMNF
HOC
HOMB
HD
HOME
HMIN
HME
HXM
HMC
HON
HOKCY
HH
HBNC
HRZB
HRL
HPT
HRP
HBC
HRVAL
HNP
HUB.A
HCBK
HBAN
HSM
HTR
HREHY
HYTM
HYMLY
IBDRY
IBKC
IRW
ICA
IBN
ICON
IDA
IIBK
IAR
IDKOY
IEX
IKN
ITW
ILOG
ILX
IMN
IMH
IMP
IMPDF
IMO
ITY
INDB
IBCP
IF
IMB
IFX
IPCC
INFY
ING
IR
IRC
INKPP
ISIG
IIIN
IBNK
TEG
INTC
IHG
IBM
IFF
IP
IIJI
IPG
ISIL
IVC
IVZ
IOND
IRS
SFI
ITT
JCP
JPM
JNS
JEQ
JMHLY
JSHLY
JEF
JFBC
BTO
JHS
JHI
HPF
PDT
XDIVX
HPI
HPI
HPS
HTD
JNJ
JCI
JELCY
CRMUY
JLL
JPST
JUVF
KAMN
KCRPY
KYE
KED
KYN
KCCPY
KRNY
KEI
K
KWD
KELYA
KMT
KEY
KRC
KMB
KCDMY
KIM
KNBWY
KRG
KMGB
KNBT
KCAP
KNM
KPN
KKPN
PHG
KJWNY
KB
KEP
KFT
KUB
KYO
LG
LFRGY
LBAI
LKFN
LFL
LANC
LNCE
LHO
LZB
LCNB
LDK
LEA
FLPB
LEH
LXP
LBY
LRY
LIHR
LLY
LTD
LNCB
LNC
LTON
LINN.OB
LYG
SCD
TLI
RIT
LNBB
LMT
LFVGY
LDG
LRLCY
LPX
LOW
LYTS
LTC
LZ
LUB
LUM
LUX
LVMUY
LYO
MTB
MCBC
MAC
CLI
M
MSP
MPET
MTA
MAM
MSFG
MKTAY
MNOIY
MTW
MAN
MFC
MRO
MCS
MAR
MMC
MI
MARUY
MAURY
MAS
MYS
MASB
MEE
MCI
MAUSY
MC
MSEWY
MAT
MRTI
MFLR
MBTF
MKC
MDR
MCD
MCGC
MHP
MCK
MDU
MIG
MWV
TAXI
MEG
MDIUY
MDT
MLGGY
MSFZY
MSFJY
MBWM
MMBI
MBVT
MRK
MDP
VIVO
MER
MERB
MPR
MCBI
MGS
FMX
MXE
MXF
MFA
MGEE
MDH
MSFT
MAA
MBP
MBRG
MBCN
MSEX
DOLL
MSL
MBHI
OSKY
MWFS
MZ
MLEAY
MLHR
MIL
MRAE
MITEY
MTU
MT
MBT
MOD
MOLX
MNC
MNXBY
MNRTA
MORE
MON
MS
MSF
IIF
MOT
MTBGY
MTRJY
MTSC
MMAB
MYL
GRF
NAFC
NSHA
NBOH
NBG
NCC
NFP
NFG
NGG
NHI
NPBC
NNN
NWPC
NFS
NHP
NATR
NTZ
NCR
NELTY
NESN
NETC
NTES
HYB
GF
NHTB
IRL
NJR
NYB
NYT
NAL
NBBC
NWL
NEU
NEWP
NGPC
NICE
GAS
NJ
NKE
NIKOY
NINE
NTDOY
NISTY
NTT
NIS
NI
NSANY
NOK
NMR
NAT
NDSN
NSC
NHYDY
NTL
NU
NTHN.PK
NSFC
NOC
NRF
NWSB
NWN
NVS
NVO
NVGN
NST
DCM
NUE
OXY
OCENY
OCFC
ODP
OMX
OGE
OH1
OVBC
FEEOY
OCRNL
NWTEY
SBTLY
UVYPY
ODMTY
ONB
OPOF
ORI
OLN
OMEF
OHI
OGPJY
OCR
OMC
OMN
OMRNY
OMVKY
OMVZY
OLP
OB
NEI.P
OKE
RCG
OKASY
ROS
VIP
ORPB
OFG
ORRF
UVYZY
OSK
OTTR
OMI
PABK
PHF
PCBC
PFLC
PLL
PHHM
PBCI
PPXLF
PH
PKY
PTNR
PRTR
PCAP
PVLN
PAYX
BTU
PGC
PSO
PNNT
PFSB
PNNW
PWOD
COBH
PEI
PNR
PFDC
PEBO
PEBK
PBTC
PBCT
PFIS.OB
PBY
POM
PBG
PAS
PEP
PDA
PKI
PBT
PFOH
TLK
PTR
PEO
PEUGY
PFV
PFB
PFE
PCG
PXSL
PHI
PNY
PIR
PPBN
PNW
HNW
PHD
PHT
MUO
MAV
MHI
PBF
PBI
PXPLD
PXPL
NVSKL
STJSY
VLGAY
PCL
PCC
PMI
PNC
PNM
PFSL
PII
POL
BPOP
PBIB
PT
PKX
PPS
PCH
PPG
PPL
PX
PVLY
PDLA
PDL-B
PDE
PG
PGN
PLD
PMSEY
PSEC
PL
PTIL
PVD
PBKS
PCBS
PFS
PBNY
PVMIY
PBIP
PUK
PSBG
PMD
PIIAF
PEG
PSD
PULB
PUM
QADI
KWR
QCOM
NX
STR
LQU
Q
RGFC
RSH
RAS
RPT
RANGY
GOLD
RAVN
RYN
RTN
RWT
ENL
RUK
REG
RF
RGS
RELV
RNST
REP
RBCAA
RSO
RTRSY
REXMY
RAI
RGCO
RHA
RICOY
RTP
RIVR
RLI
RBN
ROK
COL
ROH
ROL
ROME
RBS
FUND
RMT
RVT
RPM
RRD
RDK
RBNF
RYAAY
R
RTULP
SYBT
STBA
SBSP3
SDA
SWY
SAFRF
SGPYY
SAPFF
SMGBY
SAFM
SASR
SNY
SBP
STOSY
SANYY
SAP
SPP
SLE
SSL
BFS
SCG
SCBT
SGK
SGP
SCHN
SCHW
SCO
SSP
SCRB
SEE
SOMLY
SBKC
SEKEY
SIGI
SMI
SRE
SNH
SXT
SGL
SHALY
SHCAY
SHW
SHPGY
SHBI
SHBK
SI
SRP
SIG
SIMO
SVRTY
SPG
SGF
SHI
SKIL
SWKS
SLG
SFBC
SLM
SPHZF
SPHXY
SNN
AOS
SMTB
SJM
SNA
SOLF
SOLUQ
SVYSY
SON
SBNK
SNE
BID
SOR
TSFG
SJI
ASR
SO
SCMF
PCU
SUG
LUV
OKSB
SWX
SGB
SWWC
SWN
SOV
SSS
SPAR
SEH
SE
SPGLL
S
SCBFF
SR
SXI
SWK
SPLS
STBC
STT
STO
STL
SLFI
STSA
SBHO
SSFN
STC
STM
SEOAY
STRA
SRR
SUBK
SUOPY
SMTOY
SMFJY
SUI
SU
SUN
STP
STI
SUP
SVU
SUSQ
SBBX
SWDBY
SWZ
SWCEY
SNV
SYY
TAEWF
TWN
TFC
TYOYY
TKPHY
TAM
SKT
TGT
TSTY
TCO
TCB
TDK
TSH
TKPPY
TE
TEK
TNE
TEO
NZT
TI
TFX
TMX
TMB
TELNY
TCN
TDS
TSP
TKG
TU
TIN
TDF
EMF
TEI
GIM
TRF
TMPOL
TS
TNC
TEVA
TXN
TXT
TF
THLEY
TNB
TMA
TIBB
TDW
TIF
TSU
TKR
TISM
TKS
TMP
TMK
TTC
TYY
TYG
TOT
TSS
TOTDY
TOWN
TSUKY
TM
TSCO
TAI
TRP
RIG
TGS
TRV
TG
TRCY
TSEO
TRB
TCBK
TSL
TRIB
TTPA
TRST
TUWLY
TKC
TUXS
TWB
TWIN
TYC
TSN
UDR
UGI
UIL
UGP
UMBF
UMH
UMPQ
UN
UL
UNBH
UBSH
UNNF
UNP
UB
UNS
UBCP
UBAB.OB
UBOH
UBSI
UCBI
UCFC
UFCS
UIC
GBNIY
UPS
UBFO
X
UTX
UUPLY
UTL
UTR
UNTY
UVV
UHT
UVSP
UNM
UBP
USB
USU
USG
UST
VFC
VRX
VLEEY
VLY
VAL
VDM
VIT
VVC
VTR
VE
VZ
VJAPY
VIMEL
VIMC
VCISY
VFGI
VC
VIV
VOD
VLKAY
VNO
VCP
VMC
WHI
GRA
WB
WACLY
WDR
WMT
WAG
DIS
WM
WRE
WASH
WMI
WPP
WVCM
WAYN
WBS
WZEN
WRI
WMK
WFC
WEN
WSBC
WCBO
WMBC
WST
WABC
WR
SBG
EFL
EMD
EDF
ESD
EHI
GDF
HIX
HIF
HIO
IMF
SBI
MHY
MMU
MHF
MNP
GFY
SBW
ZIF
WBK
WY
WGL
WHR
WTNY
WMB
WSH
WFBC
WL
WIN
WIT
WEC
WNS
WOSLY
WGOV
WCCLY
WWE
WOR
WWY
WSFS
WH
WX
WYE
XEL
XRM
XRX
XIN
XL
XMSR
XTO
YHOO
YZC
YARIY
YGE
YORW
YPF
YUSA
YUM
ZION
